dialog_id,summary_piece,position_index
13815746,Anna would like to buy a watch for her partner's birthday.,0
13815746,Anna is amazed and inspired by this.,1
13815746,Austin will help her pick one while shopping together.,2
13815837-1,"Philip's father seems cool to strangers, but at home beats his wife badly.",0
13815837-1,"Philip needs to seek help, he's thinking of talking to a school councillor.",1
13815986,Brad is visiting his parents today and cannot meet with Hazel.,0
13815986,She has got a job in the theatre and is going to the studio today to take some photos.,1
13816098,Hannah is sending Katherine a lot of cute animal videos to make her smile.,0
13816134,He remembers very well the video Hugo has sent him.,0
13816134,It is about the bank that stole Jack's money.,1
13816134,Jack is his employee who had been previously imprisoned for fraud.,2
13816449,Josh is staying in town till January.,0
13816449,"Monica and Josh are going to Marrakesh, Morocco for few days.",1
13816506,Rick and Tishia found a house they love but it is too expensive for them.,0
13816553,She is on her honeymoon in Greece.,0
13816553,Anna has recently got married.,1
13816553,Maya and Anna will meet once Anna is back in town.,2
13816555,Paulina is afraid she might be working during the holidays.,0
13816555,Andre wishes her luck because he knows the pain of working during holidays.,1
13816555,She is nearly out of money.,2
13816573,Anna and Nina are going on a trip together.,0
13816573,Anna's father is too busy to drive them to the airport but maybe Manny will do it.,1
13816668,"B went to three different events during this weekend, including one on health-related issues.",0
13816668,A went to Vietnam for a surgery conference held once a year.,1
13816671,Rebecca and Ian are trying to set up a meeting.,0
13816671,They will arrive after 8.,1
13816671,She has an appointment with a client Wednesday evening and Ian will meet her at the hotel at 8 pm.,2
13816766,Dorothy has just left the club and her phone speaker is not working.,0
13816766,Houston suggests restarting the phone and it fixes the problem.,1
13816843-1,Anabel gives Malaki advice on applying foundation.,0
13816865-1,John and James are looking for accommodation near their school.,0
13816865-1,"His apartment is expensive, but he couldn't find anything cheaper.",1
13816865-1,The house is two-bedroomed but they are using one.,2
13816865-1,John suggests sharing an apartment and they agree on a set of rules on using such a place on weekdays and at the weekend.,3
13816865-1,They want to rent a house so they can cook and save on food.,4
13816865-1,They are going in to have a look at one place.,5
13816904,The client will come soon.,0
13816904,Chris is overwhelmed with work as he is involved in ten projects at the same time.,1
13816904,The situation is similar in the case of Victoria.,2
13817123,Leroy is offering Emma his help with her computer because it has been acting up recently.,0
13817124,Yesterday Luna met with a man who was wearing a track suit.,0
13817124,She would like to meet him again.,1
13817201-1,Crystal is considering buying a laptop.,0
13817201-1,Mel suggests buying a cheaper laptop and a desktop PC.,1
13817247,Kim has reminded Frank about Black Friday.,0
13817283,She booked an appointment with Sandra at 1 pm.,0
13817283,Olivia will join her at 5:30 and the lesson starts at 6.,1
13817283,Sandra has booked a riding lesson for 20£ an hour on Friday.,2
13817509,He wants her to call him in the morning to report how she feels.,0
13817509,She would not like it as she feels tired.,1
13817509,Kelly is not going out tonight because she is tired after studying until late last night.,2
13817509,She and Louis have their final exams soon.,3
13817509,Their professor has gone on vacation so he can't help them.,4
13817968,Sue is drinking milk with garlic and using a eucalyptus rub because she is sick.,0
13817968,Raquel will drink tea with ginger and honey.,1
13817968,"Lucy suggests drinking hot water with anti-inflammatory turmeric, ginger, and honey.",2
13818001,Michael and Becky are enjoying Austria.,0
13818001,Freya has watched Stardust.,1
13818001,She also watched Divergent and thinks it was ok. Freya and Becky are getting on well.,2
13818087,Joanna changed her fb picture and some of her facebook friends started to hate her.,0
13818087,"She has about 2000 friends, including potential clients.",1
13818087,Joanna and Matt hate this government.,2
13818087,Some of Matt colleagues can be unprofessional at times.,3
13818087,Joanna will hide her events list.,4
13818129,Sandra has PMS and is not feeling well.,0
13818129,Sue has eaten a banana and fish fingers and is feeling nauseous.,1
13818129,Sandra thinks drinking mint might help.,2
13818317,Liz doesn't know but she will go before the winter break.,0
13818317,Maggie wants to know if there is any nice cotton fabric in the shops.,1
13818317,There's a haberdashery in New Market Square.,2
13818342,"Lucy has seen ""Beautiful Boy"" and she loved it.",0
13818342,She plans to see it again and buy a ticket this time.,1
13818342,"Juliana hasn't, so Lucy will go will her to the theater tomorrow.",2
13818342,"Lucy finishes work at 6 pm, Juliana at 5.30 pm.",3
13818342,Juliana will pick Lucy up from work.,4
13818365,Liv is traveling by train to suntan on the beach.,0
13818365,Ignacio wishes she would come over and make him lunch.,1
13818365,He thinks she might get a sunburn because of her fair complexion.,2
13818385,April wants Archibald to join her for a bike ride tomorrow.,0
13818385,April will meet him then at their usual meeting spot.,1
13818511,Joanne is going to go back home to France for the holidays.,0
13818511,She's going to cheer her mum up because her parents separated a few months ago.,1
13818511,Evelyn offers Joanne to spend Christmas together if she brings her mum over here.,2
13818511,Her last post was about her love life.,3
13818582,Averi and Rylen try to make a plan for this weekend.,0
13818582,She will get them ready by 4 pm.,1
13818582,They'll meet at Rylen's and help her mother making food.,2
13818582,Averi will bring vegetables and all other things needed.,3
13818625,Helen recommends Betty her accountant.,0
13818647,Samantha spent Christmas with her parents.,0
13818647,Barbara spent Christmas in Poland.,1
13818647,"Peter, Tina, Thomas, Helen, Annette, Amy, and Olivier are in the UK.",2
13818647,This year there weren't so many people at her grandma's place.,3
13818647,Barbara is going to spend the New Year in Warsaw and then come back to the UK.,4
13818706,Marisa and Luke can't find the presentations they need for tomorrow's test.,0
13818706,Someone deleted them by accident and they ended up in trash.,1
13818710,Jacob's going to Viana do Castelo.,0
13818710,On his way he'll meet Nathan and his wife for lunch.,1
13818710,Jacob and his wife learnt to speak Portuguese.,2
13818710,Nick wants them to stay for the weekend in Porto.,3
13818710,Jacob will ask Sara about this.,4
13818720,Jackie complains about the uncle George's party that she attended and her mother's behaviour.,0
13818720,Gabrielle's expecting a similar party due to her uncle's anniversary.,1
13818720,She doesn't leave her house.,2
13818722,Alice and Meryl claim that despite the fact that Latifa is a princess in the UAE her situation is hard.,0
13818722,"Alice compares it to the situation of the Western women who're 'imprisoned' by motherhood, households, etc.",1
13818735,"Ingrid's and Bea's sons are doing well in their new schools, even though Ollie didn't make any friends.",0
13818735,"Oliver got straight As, Jay's Bs, he's got into a course but not into the best uni.",1
13818735,Kelly's having problems with Lucas who doesn't like his school.,2
13818735,She will ask Lucas after he is back from holiday to give his opinion on the project.,3
13818735,Bea will help her and take care of Ellis.,4
13818742,Clarise tells Hugh the guy who chaired Rob's panel was a dick and asked him diminishing questions.,0
13818742,Rob and Juan did panel that went great.,1
13818742,Rob answered brilliantly mocking the guy.,2
13818742,Rob is a good kisser.,3
13818742,Rob doesn't want to see them again.,4
13818742,"Rob, Juan, Hugh and Clarice are going to the drink later.",5
13818749,Betty is at the office.,0
13818749,She might look for a new job.,1
13818749,Betty doesn't have time to take care about the legal issues and administration in her company.,2
13818753,They are going to have a fun day.,0
13818753,"Jamie, Alberto and Dana met by accident.",1
13818753,She is in Paris.,2
13818753,"Dana's going to Paris the next day, Alberto's going on work trip to Berlin, Lisbon and Sao Paolo, Jamie's boarding a plane.",3
13818772,Brooke failed her third exam and is worried she'll be kicked out of uni.,0
13818830,Tanja and Chris failed the exam and Gred got C.,0
13818849,Nancy is choosing social media to attract customers.,0
13818849,They think Tumblr isn't effective.,1
13818849,"Nancy will follow Vic and Phil's advice to use Facebook, Instagram and Twitter simultaneously.",2
13818870,Chrissy and Tara are coming to Pauline to have pizza.,0
13818894,Kelly is going to Paul tomorrow and doesn't know what to expect.,0
13818894,They have different views on life.,1
13818894,Ann and Jenny share their views on the ideology of love.,2
13818898,Rose's favourite royal is Meghan and she's gossiping with Jenny and Nancy about her pregnancy.,0
13818912,Mat doesn't like cats.,0
13818912,Mat has a dog named Count.,1
13818912,Anna loves cats.,2
13818912,She has 2 cats named Fluffy and Butters.,3
13818912,The name comes from Count of Monte Christo.,4
13818919,Tyles hates Christmas time.,0
13818923,"Jake, Kieran, Omarosa and Anna are going to a huskies match tonight.",0
13818923,"Jake and Kevin are going to the liquor store to buy drinks for themselves, a six pack of Palm Bay for Anna, and some Budweiser for Omarosa.",1
13818923,Jake and Kieran will meet at CQ at 6.,2
13818942,She scanned the bills and paid one of them.,0
13818942,Sarah paid an electricity bill of 20 pounds two days ago.,1
13818942,There is a new bill for 37 pounds Mandy will pay.,2
13818942,She want Josh to pay her back.,3
13818942,She will pay her back later.,4
13818947,Alice is waiting for her wedding photos.,0
13818947,Maria refused.,1
